run,group,method,split,seed,stratum,n,pos,balanced_acc,sensitivity,specificity,auc
method-groupdro-indist-s1-20260716-011943,method,groupdro,indist,1,tan,31,8,0.8505434782608696,0.875,0.8260869565217391,0.9456521739130435
method-groupdro-indist-s1-20260716-011943,method,groupdro,indist,1,brown,11,7,1.0,1.0,1.0,1.0
method-groupdro-indist-s1-20260716-011943,method,groupdro,indist,1,dark,1,1,1.0,1.0,,
method-groupdro-indist-s2-20260716-012940,method,groupdro,indist,2,very_light,21,9,0.9583333333333333,1.0,0.9166666666666666,1.0
method-groupdro-indist-s2-20260716-012940,method,groupdro,indist,2,light,36,7,0.8423645320197044,0.8571428571428571,0.8275862068965517,0.9458128078817734
method-groupdro-indist-s2-20260716-012940,method,groupdro,indist,2,intermediate,44,8,0.8472222222222222,0.75,0.9444444444444444,0.9565972222222223
method-groupdro-indist-s2-20260716-012940,method,groupdro,indist,2,tan,15,2,1.0,1.0,1.0,1.0
method-groupdro-indist-s2-20260716-012940,method,groupdro,indist,2,brown,3,1,1.0,1.0,1.0,1.0
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,very_light,43,23,0.8097826086956521,0.8695652173913043,0.75,0.9043478260869565
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,light,82,25,0.7684210526315789,0.8,0.7368421052631579,0.8238596491228071
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,intermediate,91,29,0.6893770856507231,0.6206896551724138,0.7580645161290323,0.7903225806451614
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,tan,132,36,0.7708333333333333,0.6666666666666666,0.875,0.8828125
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,brown,91,25,0.7318181818181818,0.6,0.8636363636363636,0.8054545454545455
method-groupdro-0-s1-20260716-014009,method,groupdro,0,1,dark,15,7,0.5,0.0,1.0,0.8571428571428571
method-groupdro-0-s2-20260716-014505,method,groupdro,0,2,very_light,44,23,0.7380952380952381,1.0,0.47619047619047616,0.8819875776397517
method-groupdro-0-s2-20260716-014505,method,groupdro,0,2,light,90,39,0.7073906485671191,0.8461538461538461,0.5686274509803921,0.829059829059829
method-groupdro-0-s2-20260716-014505,method,groupdro,0,2,intermediate,119,43,0.7451040391676866,0.6744186046511628,0.8157894736842105,0.8540391676866586
method-groupdro-0-s2-20260716-014505,method,groupdro,0,2,tan,159,34,0.7167058823529412,0.5294117647058824,0.904,0.8520000000000001
method-groupdro-0-s2-20260716-014505,method,groupdro,0,2,brown,42,6,0.7638888888888888,0.6666666666666666,0.8611111111111112,0.9027777777777778
method-groupdro-1-s1-20260716-014920,method,groupdro,1,1,very_light,69,12,0.8640350877192983,0.8333333333333334,0.8947368421052632,0.9371345029239766
method-groupdro-1-s1-20260716-014920,method,groupdro,1,1,light,84,7,0.8246753246753247,0.7142857142857143,0.935064935064935,0.8923933209647494
method-groupdro-1-s1-20260716-014920,method,groupdro,1,1,intermediate,68,8,0.7958333333333334,0.625,0.9666666666666667,0.9520833333333333
method-groupdro-1-s1-20260716-014920,method,groupdro,1,1,tan,13,0,0.9230769230769231,,0.9230769230769231,
method-groupdro-1-s1-20260716-014920,method,groupdro,1,1,brown,1,0,1.0,,1.0,
method-groupdro-1-s2-20260716-015846,method,groupdro,1,2,very_light,44,12,0.8177083333333333,0.9166666666666666,0.71875,0.8958333333333333
method-groupdro-1-s2-20260716-015846,method,groupdro,1,2,light,57,11,0.9110671936758893,0.9090909090909091,0.9130434782608695,0.9683794466403162
method-groupdro-1-s2-20260716-015846,method,groupdro,1,2,intermediate,67,2,0.9615384615384616,1.0,0.9230769230769231,1.0
method-groupdro-1-s2-20260716-015846,method,groupdro,1,2,tan,55,2,0.75,0.5,1.0,0.6509433962264151
method-groupdro-1-s2-20260716-015846,method,groupdro,1,2,brown,12,0,1.0,,1.0,
method-groupdro-2-s1-20260716-020833,method,groupdro,2,1,very_light,65,27,0.9814814814814814,0.9629629629629629,1.0,1.0
method-groupdro-2-s1-20260716-020833,method,groupdro,2,1,light,2,0,1.0,,1.0,
method-groupdro-2-s1-20260716-020833,method,groupdro,2,1,intermediate,2,1,1.0,1.0,1.0,1.0
method-groupdro-2-s1-20260716-020833,method,groupdro,2,1,brown,1,0,1.0,,1.0,
method-groupdro-2-s1-20260716-020833,method,groupdro,2,1,dark,1,0,1.0,,1.0,
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,very_light,43,25,0.9444444444444444,1.0,0.8888888888888888,1.0
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,light,13,1,1.0,1.0,1.0,1.0
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,intermediate,5,1,0.5,0.0,1.0,1.0
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,tan,6,1,1.0,1.0,1.0,1.0
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,brown,3,0,1.0,,1.0,
method-groupdro-2-s2-20260716-021601,method,groupdro,2,2,dark,1,0,1.0,,1.0,
method-ours-indist-s1-20260716-022837,method,ours,indist,1,very_light,18,5,1.0,1.0,1.0,1.0
method-ours-indist-s1-20260716-022837,method,ours,indist,1,light,30,6,1.0,1.0,1.0,1.0
method-ours-indist-s1-20260716-022837,method,ours,indist,1,intermediate,31,2,0.9655172413793103,1.0,0.9310344827586207,0.9827586206896552
method-ours-indist-s1-20260716-022837,method,ours,indist,1,tan,23,8,0.8083333333333333,0.75,0.8666666666666667,0.9083333333333334
method-ours-indist-s1-20260716-022837,method,ours,indist,1,brown,15,4,0.875,0.75,1.0,1.0
method-ours-indist-s1-20260716-022837,method,ours,indist,1,dark,2,2,1.0,1.0,,
method-ours-indist-s2-20260716-023635,method,ours,indist,2,very_light,49,12,0.9864864864864865,1.0,0.972972972972973,0.981981981981982
method-ours-indist-s2-20260716-023635,method,ours,indist,2,light,37,7,0.9333333333333333,1.0,0.8666666666666667,0.9714285714285714
method-ours-indist-s2-20260716-023635,method,ours,indist,2,intermediate,17,5,0.8,0.6,1.0,0.9833333333333333
method-ours-indist-s2-20260716-023635,method,ours,indist,2,tan,11,3,1.0,1.0,1.0,1.0
method-ours-indist-s2-20260716-023635,method,ours,indist,2,brown,5,0,1.0,,1.0,
method-ours-0-s1-20260716-024949,method,ours,0,1,very_light,182,59,0.7709108447016673,0.7288135593220338,0.8130081300813008,0.8609618299572827
method-ours-0-s1-20260716-024949,method,ours,0,1,light,138,41,0.6961277344732211,0.5365853658536586,0.8556701030927835,0.8433492582348504
method-ours-0-s1-20260716-024949,method,ours,0,1,intermediate,87,33,0.7348484848484849,0.6363636363636364,0.8333333333333334,0.8423120089786756
method-ours-0-s1-20260716-024949,method,ours,0,1,tan,41,12,0.764367816091954,0.6666666666666666,0.8620689655172413,0.7902298850574713
method-ours-0-s1-20260716-024949,method,ours,0,1,brown,6,0,1.0,,1.0,
method-ours-0-s2-20260716-025502,method,ours,0,2,very_light,29,19,0.9236842105263158,0.9473684210526315,0.9,0.9947368421052631
method-ours-0-s2-20260716-025502,method,ours,0,2,light,48,17,0.7020872865275143,0.8235294117647058,0.5806451612903226,0.7685009487666034
method-ours-0-s2-20260716-025502,method,ours,0,2,intermediate,67,24,0.8512596899224807,0.9583333333333334,0.7441860465116279,0.938953488372093
method-ours-0-s2-20260716-025502,method,ours,0,2,tan,80,24,0.7886904761904762,0.6666666666666666,0.9107142857142857,0.8697916666666666
method-ours-0-s2-20260716-025502,method,ours,0,2,brown,145,35,0.6818181818181819,0.4,0.9636363636363636,0.8981818181818182
method-ours-0-s2-20260716-025502,method,ours,0,2,dark,85,26,0.5961538461538461,0.19230769230769232,1.0,0.8617992177314212
method-ours-1-s1-20260716-025850,method,ours,1,1,very_light,91,13,0.8717948717948718,0.9230769230769231,0.8205128205128205,0.9556213017751479
method-ours-1-s1-20260716-025850,method,ours,1,1,light,70,6,0.8776041666666667,0.8333333333333334,0.921875,0.9661458333333334
method-ours-1-s1-20260716-025850,method,ours,1,1,intermediate,53,5,0.5791666666666667,0.2,0.9583333333333334,0.8291666666666667
method-ours-1-s1-20260716-025850,method,ours,1,1,tan,16,3,0.8846153846153846,1.0,0.7692307692307693,0.9743589743589745
method-ours-1-s1-20260716-025850,method,ours,1,1,brown,5,0,0.6,,0.6,
method-ours-1-s2-20260716-030413,method,ours,1,2,very_light,42,5,0.8729729729729729,0.8,0.9459459459459459,0.9621621621621621
method-ours-1-s2-20260716-030413,method,ours,1,2,light,53,6,0.9893617021276595,1.0,0.9787234042553191,1.0
method-ours-1-s2-20260716-030413,method,ours,1,2,intermediate,68,7,0.8793911007025761,0.8571428571428571,0.9016393442622951,0.9648711943793912
method-ours-1-s2-20260716-030413,method,ours,1,2,tan,62,7,0.7311688311688311,0.5714285714285714,0.8909090909090909,0.8623376623376624
method-ours-1-s2-20260716-030413,method,ours,1,2,brown,10,2,0.9375,1.0,0.875,0.9375
method-ours-2-s1-20260716-030936,method,ours,2,1,very_light,16,5,0.8,0.6,1.0,1.0
method-ours-2-s1-20260716-030936,method,ours,2,1,light,9,5,1.0,1.0,1.0,1.0
method-ours-2-s1-20260716-030936,method,ours,2,1,intermediate,7,3,1.0,1.0,1.0,1.0
method-ours-2-s1-20260716-030936,method,ours,2,1,tan,10,2,1.0,1.0,1.0,1.0
method-ours-2-s1-20260716-030936,method,ours,2,1,brown,12,3,1.0,1.0,1.0,1.0
method-ours-2-s1-20260716-030936,method,ours,2,1,dark,17,10,1.0,1.0,1.0,1.0
method-ours-2-s2-20260716-031656,method,ours,2,2,very_light,52,21,0.911674347158218,0.9523809523809523,0.8709677419354839,0.93394777265745
method-ours-2-s2-20260716-031656,method,ours,2,2,light,8,4,0.875,1.0,0.75,1.0
method-ours-2-s2-20260716-031656,method,ours,2,2,intermediate,4,1,1.0,1.0,1.0,1.0
method-ours-2-s2-20260716-031656,method,ours,2,2,tan,5,2,0.8333333333333333,1.0,0.6666666666666666,1.0
method-ours-2-s2-20260716-031656,method,ours,2,2,dark,2,0,1.0,,1.0,
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,very_light,27,4,0.875,0.75,1.0,1.0
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,light,36,5,0.9838709677419355,1.0,0.967741935483871,0.9870967741935485
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,intermediate,16,3,0.6666666666666666,0.3333333333333333,1.0,0.8974358974358974
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,tan,22,6,0.8854166666666667,0.8333333333333334,0.9375,0.9479166666666666
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,brown,15,6,1.0,1.0,1.0,1.0
method-ours_bg-indist-s1-20260716-032229,method,ours_bg,indist,1,dark,3,3,1.0,1.0,,
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,very_light,12,5,0.8571428571428572,1.0,0.7142857142857143,1.0
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,light,15,4,0.9545454545454546,1.0,0.9090909090909091,1.0
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,intermediate,17,2,0.9333333333333333,1.0,0.8666666666666667,1.0
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,tan,36,6,0.7333333333333334,0.6666666666666666,0.8,0.8861111111111111
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,brown,37,8,0.9310344827586207,1.0,0.8620689655172413,1.0
method-ours_bg-indist-s2-20260716-033233,method,ours_bg,indist,2,dark,2,2,1.0,1.0,,
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,very_light,109,30,0.8383966244725738,0.8666666666666667,0.810126582278481,0.910126582278481
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,light,98,37,0.7521045635799735,0.8648648648648649,0.639344262295082,0.8130261408949934
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,intermediate,89,28,0.7742974238875878,0.8928571428571429,0.6557377049180327,0.8360655737704917
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,tan,77,26,0.7575414781297134,0.7307692307692307,0.7843137254901961,0.8250377073906485
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,brown,61,19,0.7919799498746867,0.631578947368421,0.9523809523809523,0.8295739348370927
method-ours_bg-0-s1-20260716-034653,method,ours_bg,0,1,dark,20,5,0.6,0.2,1.0,0.8533333333333334
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,very_light,19,15,1.0,1.0,1.0,1.0
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,light,16,4,0.75,0.75,0.75,0.8958333333333334
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,intermediate,73,19,0.7266081871345029,0.8421052631578947,0.6111111111111112,0.8050682261208577
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,tan,124,30,0.7755319148936171,0.7,0.851063829787234,0.8765957446808511
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,brown,185,65,0.7362179487179488,0.6307692307692307,0.8416666666666667,0.8125641025641025
method-ours_bg-0-s2-20260716-035100,method,ours_bg,0,2,dark,37,12,0.6466666666666666,0.3333333333333333,0.96,0.8733333333333333
method-ours_bg-1-s1-20260716-035526,method,ours_bg,1,1,very_light,120,13,0.8810208483105679,0.8461538461538461,0.9158878504672897,0.9762760603882099
method-ours_bg-1-s1-20260716-035526,method,ours_bg,1,1,light,64,9,0.7969696969696969,0.6666666666666666,0.9272727272727272,0.8707070707070708
method-ours_bg-1-s1-20260716-035526,method,ours_bg,1,1,intermediate,40,2,0.9605263157894737,1.0,0.9210526315789473,0.9605263157894737
method-ours_bg-1-s1-20260716-035526,method,ours_bg,1,1,tan,11,3,0.7708333333333333,0.6666666666666666,0.875,0.875
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,very_light,32,12,0.8833333333333333,0.9166666666666666,0.85,0.9208333333333333
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,light,47,3,0.9431818181818181,1.0,0.8863636363636364,0.9924242424242424
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,intermediate,54,3,0.7745098039215685,0.6666666666666666,0.8823529411764706,0.9542483660130718
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,tan,83,7,0.8956766917293233,0.8571428571428571,0.9342105263157895,0.9492481203007519
method-ours_bg-1-s2-20260716-040606,method,ours_bg,1,2,brown,19,2,0.75,0.5,1.0,0.8529411764705882
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,very_light,26,12,0.8928571428571428,1.0,0.7857142857142857,1.0
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,light,16,6,1.0,1.0,1.0,1.0
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,intermediate,5,0,0.8,,0.8,
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,tan,11,3,0.9375,1.0,0.875,1.0
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,brown,5,2,0.75,0.5,1.0,1.0
method-ours_bg-2-s1-20260716-041444,method,ours_bg,2,1,dark,8,5,0.9,0.8,1.0,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,very_light,11,4,0.9285714285714286,1.0,0.8571428571428571,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,light,8,6,1.0,1.0,1.0,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,intermediate,11,6,1.0,1.0,1.0,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,tan,12,2,1.0,1.0,1.0,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,brown,22,5,0.9705882352941176,1.0,0.9411764705882353,1.0
method-ours_bg-2-s2-20260716-042225,method,ours_bg,2,2,dark,7,5,0.9,0.8,1.0,1.0
erm_indist-20260715-172926,flagship,erm,indist,42,very_light,23,11,0.9583333333333333,1.0,0.9166666666666666,0.9166666666666666
erm_indist-20260715-172926,flagship,erm,indist,42,light,44,5,0.9,0.8,1.0,0.9743589743589743
erm_indist-20260715-172926,flagship,erm,indist,42,intermediate,22,3,0.9736842105263157,1.0,0.9473684210526315,1.0
erm_indist-20260715-172926,flagship,erm,indist,42,tan,24,3,0.8095238095238095,0.6666666666666666,0.9523809523809523,0.9365079365079365
erm_indist-20260715-172926,flagship,erm,indist,42,brown,4,3,1.0,1.0,1.0,1.0
erm_indist-20260715-172926,flagship,erm,indist,42,dark,2,2,1.0,1.0,,
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,very_light,35,6,0.9827586206896552,1.0,0.9655172413793104,0.9942528735632185
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,light,25,3,0.9090909090909092,1.0,0.8181818181818182,1.0
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,intermediate,22,4,0.9444444444444444,1.0,0.8888888888888888,0.9583333333333333
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,tan,22,7,0.861904761904762,0.8571428571428571,0.8666666666666667,0.9333333333333333
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,brown,13,5,1.0,1.0,1.0,1.0
ourbg_indist-20260715-173549,flagship,ours_bg,indist,42,dark,2,2,1.0,1.0,,
